School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio,Male to Female Ratio,Cluster (hier)
Roanoke College,VA,24153-3794,22,0.8173,7856,1953,0.4224,0.5776,0.7791,74630,19,0.748,59836,0.2572,0.6733,0.6836,0.8130177515,0.035,0.9137649206,0,25135,1,0.6893834942,0.7313019391,30
Shenandoah University,VA,22601-5195,13,0.5754,8108,2036,0.4018,0.5982,0.8397,74666,21,0.7438,46501,0.2468,0.6991,0.5863,0.6588235294,0.039,0.9736278363,0,27124,1,0.6167510172,0.6716817118,30
Southern Virginia University,VA,24416,32,1,5762,1052,0.4715,0.5285,0.8125,65610,20,0.9803,28100,0.4897,0.6002,0.3104,0.6193293886,0.077,0.9777687045,0,19000,1,0.8658180129,0.8921475875,14
Strayer University-Virginia,VA,22201,12,0.0815,7888,4319,0.3332,0.6668,0.4286,67440.564856,33,0.6490456025,28149,0.4733,0.606,0.5714,0.3045798943,0.113,1.0595926067,0,24041,1,0.9864647855,0.49970006,2
Sweet Briar College,VA,24595-9998,22,0.8627,6806,334,0,1,0.6455,72916,20,0.7942,37744,0.3065,0.5625,0.3941,0.7842323651,0.025,0.9558145596,0,25039,1,0.8466701084,0,16
The University of Virginia's College at Wise,VA,24293-4400,32,1,7914,1122,0.4929,0.5071,0.6743,48782,22,0.5941,22289,0.3303,0.3119,0.4601,0.6331444759,0.13,1.0262221138,0,10061,2.7956496293,0.7287541103,0.9719976336,24
Virginia Polytechnic Institute and State University,VA,24061-0131,13,0.9846,11675,29196,0.572,0.428,0.9259,77607,19,0.7004,26834,0.1579,0.3896,0.8469,0.8347745522,0.016,0.8544412683,0,21198,2.398290848,0.4237346054,1.3364485981,27
Virginia Commonwealth University,VA,23284-2512,12,0.6286,9856,22065,0.391,0.609,0.8304,72221,21,0.8714,31235,0.2878,0.4756,0.6714,0.6127996046,0.045,0.9743653753,0,22021,2.4598520143,0.65860376,0.6420361248,20
University of Virginia-Main Campus,VA,22903-2628,23,0.9474,14712,16723,0.4508,0.5492,0.9733,79524,20,0.2394,33493,0.134,0.2496,0.9448,0.8852071006,0.016,0.8267168243,0,20397,2.8598718957,0.3982452497,0.8208302986,26
Virginia Military Institute,VA,24450-0304,32,1,8743,1698,0.8592,0.1408,0.8282,73425,19,0.5954,31494,0.1549,0.635,0.7867,0.8708010336,0.017,0.8409695833,0,17804,2.4041217701,0.4171881519,6.1022727273,33
Virginia State University,VA,23806,21,0.609,7851,4019,0.4153,0.5847,0.6509,59119,20,0.9505,23239,0.7122,0.7815,0.3884,0.3447332421,0.151,1.0829983828,0,16970,2.2841380817,0.9768976112,0.7102787754,1
Virginia Union University,VA,23220,12,0.4792,5957,1070,0.4897,0.5103,0.6824,59784,20,0.631,31395,0.767,0.7754,0.3072,0.2613065327,0.19,1.0771438163,0,21813,1,1.0573618821,0.9596315893,5
Virginia Wesleyan University,VA,23455,11,0.7143,8413,1321,0.4141,0.5859,0.5932,71508,21,0.7684,50040,0.4101,0.6714,0.4972,0.642118863,0.076,1.027169851,0,23425,1,0.849032791,0.7067759003,13
Washington and Lee University,VA,24450-2116,32,0.806,10192,1843,0.4965,0.5035,0.9768,80995,19,0.1857,70500,0.1066,0.2231,0.9468,0.9101123596,0.008,0.8266040152,0,22615,1,0.3429435015,0.9860973188,34
Central Washington University,WA,98926-7501,32,0.6262,8077,10946,0.4762,0.5238,0.7078,63170,23,0.8492,22827,0.3526,0.486,0.562,0.6781633077,0.069,0.9686041362,0,15397,2.8954430074,0.5836401185,0.9091256205,21
City University of Seattle,WA,98121,11,0.0876,6973,659,0.5387,0.4613,0.6682738168,67486,31,0.7133217208,33864.571177,0.2209,0.2571,0.4167,0.6300417246,0.062,0.9916431725,0,22011.775942,1.1676222073,0.6032814903,1.1677866898,25
Cornish College of the Arts,WA,98121,11,0.3741,6598,599,0.3255,0.6745,0.7447,69763,20,0.7347,57913,0.3408,0.8368,0.5667,0.6836518047,0.032,0.961213766,0,39078,1,0.9491560207,0.4825796887,19
Eastern Washington University,WA,99004-2496,31,0.7246,9097,9829,0.4582,0.5418,0.7017,56952,22,0.957,20432,0.3644,0.6586,0.4866,0.6992738146,0.054,0.9861188893,0,12607,3.329391443,0.6550591452,0.8456995201,21
The Evergreen State College,WA,98505-0001,22,0.7079,9089,2527,0.4131,0.5869,0.6623,63843,26,0.9785,23235,0.4682,0.5129,0.5241,0.6532374101,0.084,0.9871468907,0,13604,3.3512230741,0.71845422,0.7038677799,24
Gonzaga University,WA,99258-0001,12,0.5549,9760,5128,0.4698,0.5302,0.939,67848,19,0.617,59439,0.1333,0.4342,0.8518,0.889943074,0.013,0.8517499486,1,33793,1,0.5326193355,0.8860807243,40
Heritage University,WA,98948,41,0.2913,6885,790,0.2392,0.7608,0.7368,46851,24,0.6341963253,26807,0.7001,0.538,0.3548,0.4842767296,0.068,1.0124617492,0,10056,1,0.8564913348,0.3144058885,16
Northwest University,WA,98083-0579,21,0.2658,6888,903,0.3278,0.6722,0.7352,71872,25,0.9317,43017,0.3282,0.6595,0.5655,0.7254901961,0.041,0.914164578,0,22194,1,0.6341483699,0.4876524844,14
Pacific Lutheran University,WA,98447-0003,21,0.7115,7835,2650,0.3615,0.6385,0.8105,65366,21,0.8603,55217,0.3322,0.5565,0.6817,0.8241610738,0.024,0.9090027031,0,23058,1,0.6540693088,0.5661707126,30
University of Puget Sound,WA,98416,12,0.804,10767,2298,0.4077,0.5923,0.8086,72356,20,0.8381,65550,0.1603,0.456,0.7588,0.8731019523,0.026,0.8672655934,0,35149,1,0.6427670515,0.6883336147,30
Saint Martin's University,WA,98503-7500,13,0.545,6503,1354,0.4778,0.5222,0.7764,61347,23,0.9591,50510,0.3799,0.4855,0.6382,0.7379518072,0.023,0.9520735055,1,22668,1,0.6240616464,0.9149751053,38
Seattle Pacific University,WA,98119-1997,11,0.5,8661,2709,0.3355,0.6645,0.8091,72206,20,0.9061,58207,0.3039,0.5796,0.677,0.851303735,0.02,0.8876663373,0,26505,1,0.6217489535,0.5048908954,30
Seattle University,WA,98122-4340,11,0.6887,9588,4618,0.3954,0.6046,0.878,70785,21,0.7848,61104,0.1933,0.5325,0.7364,0.7879291251,0.021,0.8529787638,1,34802,1,0.4328816934,0.6539861065,40
Walla Walla University,WA,99324-1198,23,1,5565,1597,0.5066,0.4934,0.7836,59374,20,0.7360581862,37626,0.2795,0.5626,0.5849,0.7397094431,0.017,0.9292994707,0,20571,1,0.7044105493,1.0267531415,12
Washington State University,WA,99164-5910,32,0.7767,10066,25653,0.4687,0.5313,0.7896,63710,22,0.758,25762,0.3103,0.4133,0.5954,0.7878522092,0.046,0.9419566168,0,16358,2.2311460181,0.5307301899,0.8821757952,26
University of Washington-Seattle Campus,WA,98195-4550,11,0.7969,13362,30839,0.4573,0.5427,0.9485,69752,22,0.5176,26249,0.2071,0.244,0.8419,0.8090981327,0.022,0.8660350492,0,13297,3.3289140863,0.4062386652,0.8426386586,27
Western Washington University,WA,98225-9008,13,0.6872,10148,15098,0.4269,0.5731,0.8213,66707,21,0.9038,23565,0.2519,0.3802,0.6828,0.7633570793,0.027,0.9162050436,0,16529,2.9593671341,0.5536597788,0.7448961787,26
Whitman College,WA,99362,13,0.75,8744,1545,0.4304,0.5696,0.8944,70542,19,0.5592,68082,0.1153,0.402,0.886,0.9128205128,0.01,0.6935184655,0,38672,1,0.4634310752,0.7556179775,34
Whitworth University,WA,99251,21,0.9693,7480,2403,0.4124,0.5876,0.8391,63739,22,0.9138,58434,0.3042,0.5574,0.7699,0.7541133455,0.026,0.9077193394,0,25557,1,0.638032146,0.701837985,30
Alderson Broaddus University,WV,26416-2035,32,0.7089,5565,821,0.5688,0.4312,0.4961,44559,20,0.4713,40669,0.5203,0.823,0.3702,0.675257732,0.083,1.0035897017,0,20189,1,0.7508348836,1.319109462,5
Bethany College,WV,26032,41,0.7302,6033,503,0.5567,0.4433,0.6092,53018,19,0.953,44153,0.4255,0.781,0.3906,0.6583629893,0.159,1.0479116006,0,18298,1,0.9461334953,1.2558087074,5
Bluefield State College,WV,24701-2198,32,0.6604,6825,1228,0.3567,0.6433,0.5638,36594,24,0.9447,15791,0.5475,0.5129,0.2824,0.3680884676,0.179,1.0484658221,0,8367,1.9166666667,1.0469647138,0.5544846883,24
University of Charleston,WV,25304,13,0.5392,6658,1893,0.5573,0.4427,0.6486,50707,24,0.5004,43042,0.3585,0.456,0.4227,0.6633499171,0.064,1.021412593,0,22284,1,0.6417820839,1.2588660492,6
Concord University,WV,24712,32,0.6753,6439,1496,0.4164,0.5836,0.5892,41360,21,0.8192,17248,0.4922,0.4997,0.3873,0.5640413683,0.156,1.0365851738,0,9007,2.1511031604,0.8850862182,0.7135023989,24
Davis & Elkins College,WV,26241-3996,33,0.449,5759,758,0.4142,0.5858,0.6879,46441,21,0.398,41723,0.4786,0.6759,0.4085,0.5855421687,0.141,0.9952086916,0,17388,1,0.8192103265,0.7070672584,5
Fairmont State University,WV,26554-2470,32,0.9112,6581,3375,0.4201,0.5799,0.6227,42179,22,0.8536,16578,0.416,0.5502,0.3881,0.4748953975,0.125,1.0268040024,0,10161,2.1729128974,0.9322293348,0.7244352475,24
Glenville State College,WV,26351-1292,33,0.6082,6184,1152,0.5972,0.4028,0.5444,38830,22,0.6514009884,20156,0.4596,0.5215,0.3543,0.3858173077,0.207,1.0374354661,0,13714,1.206622879,0.9430883197,1.4826216485,8
Marshall University,WV,25755,13,0.7472,7934,7750,0.4288,0.5712,0.7255,45141,21,0.8689,19118,0.395,0.5011,0.4725,0.4804137324,0.096,1.0331960983,0,8370,2.290299572,0.893764988,0.7507002801,24
Ohio Valley University,WV,26105-8000,13,0.2167,4550,280,0.5536,0.4464,0.5443,52818,20,0.6928,31597,0.3347,0.5073,0.418,0.5945945946,0.141,1.0070380417,0,17988,1,0.8348819046,1.2401433692,8
Shepherd University,WV,25443,31,0.5657,7186,2631,0.4139,0.5861,0.7055,62744,22,0.9628,17943,0.3149,0.4516,0.4838,0.5891341256,0.084,1.0104207272,0,11021,2.3412127441,0.7323447718,0.7061934823,21
West Virginia State University,WV,25112-1000,22,0.6306,5883,1643,0.4358,0.5642,0.6104,48790,22,0.9536,17848,0.2623,0.3234,0.3015,0.3908323281,0.129,1.0395662173,0,14408,2.1477479665,1.0674878557,0.7724211273,24
West Liberty University,WV,26074,41,0.6561,6882,1941,0.3653,0.6347,0.7112,46862,21,0.7064,22089,0.3884,0.5653,0.4584,0.5594713656,0.081,1.0195790386,0,13793,1.9937421777,0.8255015712,0.5755475028,24
West Virginia University Institute of Technology,WV,25801,13,0.7039,7520,1212,0.5759,0.4241,0.5734,43154,20,0.5108,18299,0.3202,0.3499,0.2623,0.6418485237,0.083,0.9939017938,0,10569,2.5015873016,0.6179992275,1.3579344494,24
West Virginia Wesleyan College,WV,26201-2994,33,0.5593,5932,1121,0.446,0.554,0.7578,54372,19,0.6415,45722,0.3644,0.6669,0.512,0.7212837838,0.091,0.9877331173,0,18182,1,0.726681595,0.8050541516,13
West Virginia University,WV,26506,13,0.7603,10642,20272,0.5061,0.4939,0.7905,57483,20,0.8428,22238,0.2419,0.4948,0.6018,0.6418485237,0.083,0.9939017938,0,12983,2.820855615,0.6179992275,1.0247013565,26
Wheeling University,WV,26003,13,0.2426,6762,526,0.4943,0.5057,0.4586,49606,22,0.6825,41676,0.3508,0.6818,0.5451,0.7596899225,0.045,0.9829920477,1,19496,1,0.6210946322,0.9774569903,37
Alverno College,WI,53234-3922,11,0.3697,5981,1091,0.0082,0.9918,0.7073,58784,24,0.6937,36956,0.58,0.7933,0.4476,0.5581727338,0.062,1.0132917266,1,15491,1,0.9874986868,0.0082677959,39
Bellin College,WI,54311,41,0.7209,7565,383,0.0888,0.9112,0.878,63205,25,1,30865,0.1729,0.5467,0.8135,0.893081761,0.009,0.9015410743,0,26206,1,0.4887224221,0.0974539069,18
Beloit College,WI,53511-5595,13,0.8596,6892,1069,0.4621,0.5379,0.7895,74481,19,0.6205,61369,0.2725,0.5557,0.7721,0.8349705305,0.019,0.8959468451,0,11433,1,0.6275767837,0.8590816137,30
Cardinal Stritch University,WI,53217-3985,21,0.3761,5015,976,0.3268,0.6732,0.6,64348,26,0.8149,41284,0.3432,0.5381,0.5014,0.5880611741,0.064,1.020160116,1,18156,1,0.7530169516,0.4854426619,37
Carroll University,WI,53186,13,0.3616,7806,2885,0.3244,0.6756,0.8282,73362,20,0.6736,43981,0.2441,0.6777,0.6424,0.7788461538,0.032,0.8986681905,0,23355,1,0.6968536307,0.4801657786,12
Carthage College,WI,53140-1994,22,0.551,8421,2622,0.4233,0.5767,0.7635,76392,20,0.68,57402,0.2761,0.8444,0.6513,0.7931034483,0.047,0.9572359272,0,28191,1,0.6558072609,0.7340038148,30
Concordia University-Wisconsin,WI,53097-2402,21,1,6971,3028,0.3676,0.6324,0.8089,64715,24,0.6413,44512,0.28,0.5508,0.6133,0.5944919278,0.046,0.9517500385,0,23855,1,0.7586270719,0.5812776724,14
Edgewood College,WI,53711-1997,11,0.5867,6217,1330,0.2654,0.7346,0.7922,68115,22,0.7237,43449,0.287,0.6196,0.638,0.7753036437,0.035,0.9352931465,1,25601,1,0.628045067,0.3612850531,38
Lakeland University,WI,53073,41,0.1847,6947,1706,0.4291,0.5709,0.6085,62779,27,0.7805,41431,0.4298,0.7757,0.4783,0.6432391138,0.067,0.9933548095,0,20687,1,0.7639407079,0.7516202487,14
Lawrence University,WI,54911,13,0.8667,8196,1425,0.4589,0.5411,0.8737,74097,19,0.6208,60141,0.2249,0.5065,0.7965,0.8114285714,0.034,0.8870077428,0,22214,1,0.7165083524,0.8480872297,30
Maranatha Baptist University,WI,53094,31,0.5773,4642,580,0.4466,0.5534,0.7923,62743,21,0.7668,26382,0.3597,0.3635,0.5441,0.8687150838,0.061,0.8253075005,0,18736,1,0.62257886,0.8070112035,12
Marian University,WI,54935-4699,13,0.8875,6672,1324,0.315,0.685,0.6828,63695,23,0.6461,38093,0.3776,0.7196,0.5444,0.6770623742,0.069,0.9609481376,1,19928,1,0.8395941982,0.4598540146,37
Marquette University,WI,53233,11,0.5713,10158,8259,0.4573,0.5427,0.9001,75591,19,0.8296,57369,0.1849,0.451,0.8315,0.8432653061,0.015,0.8804793751,1,29756,1,0.5310598849,0.8426386586,40
Milwaukee Institute of Art & Design,WI,53202-6003,11,0.3953,5490,866,0.2979,0.7021,0.8051,69249,20,0.6799,47854,0.4114,0.8876,0.5435,0.661498708,0.07,1.0015650605,0,24638,1,0.9665282823,0.424298533,19
Milwaukee School of Engineering,WI,53202-3109,11,0.5793,9166,2551,0.7381,0.2619,0.8507,68757,21,0.6171,52609,0.2727,0.6891,0.6888,0.8496959166,0.018,0.8505385642,0,24440,1,0.4838677946,2.8182512409,32
Mount Mary University,WI,53222-4597,11,0.3262,6427,641,0.0031,0.9969,0.6479,62361,22,0.5787,43148,0.6257,0.7702,0.5817,0.6014084507,0.077,1.0059812668,1,19775,1,0.9360630611,0.0031096399,39
Northland College,WI,54806-3999,33,0.7313,6379,581,0.4716,0.5284,0.731,59747,21,0.665,48435,0.3955,0.6661,0.5373,0.7855153203,0.057,0.9193462826,0,18969,1,0.7907677861,0.8925056775,13
Ripon College,WI,54971-0248,32,0.9459,7694,765,0.4575,0.5425,0.7828,66802,19,0.6952,54416,0.3891,0.8017,0.6742,0.8042553191,0.037,0.9312475362,0,20147,1,0.708565027,0.8433179724,13
Saint Norbert College,WI,54115-2099,22,0.8333,7949,1974,0.4179,0.5821,0.821,71321,19,0.7979,49699,0.2083,0.6454,0.7208,0.8384955752,0.01,0.8879517535,1,26340,1,0.6289547915,0.7179178835,38
Viterbo University,WI,54601-8804,13,0.3931,6744,1722,0.2648,0.7352,0.8322,56953,23,0.7657,40031,0.2655,0.6908,0.5782,0.7326732673,0.031,0.9216624309,1,19992,1,0.7650563081,0.3601741023,37
University of Wisconsin-Whitewater,WI,53190-1790,32,0.7535,7841,10410,0.5156,0.4844,0.8008,67955,21,0.7893,18109,0.2744,0.5258,0.6017,0.7272272272,0.075,0.9380267531,0,15249,2.1333333333,0.6866872316,1.0644095789,24
University of Wisconsin-Eau Claire,WI,54701,13,0.7535,7824,10331,0.3809,0.6191,0.8188,64551,20,0.8163,19684,0.2345,0.5022,0.6681,0.82064255,0.068,0.9120643798,0,16020,1.9360859729,0.5976594883,0.6152479406,23
University of Wisconsin-Green Bay,WI,54311-7001,12,0.6811,6810,6490,0.3683,0.6317,0.7223,63413,24,0.8524,17257,0.2674,0.3964,0.5245,0.763762304,0.076,0.9603548588,0,14395,2.0438206529,0.6844514532,0.5830299193,21
University of Wisconsin-La Crosse,WI,54601-9959,13,0.8323,7360,9463,0.4371,0.5629,0.8401,64374,20,0.73,17408,0.2012,0.5236,0.7009,0.8560126582,0.016,0.9109098014,0,14580,1.9662539717,0.5726001589,0.7765144786,23
Wisconsin Lutheran College,WI,53226-4699,11,0.8987,6874,988,0.4494,0.5506,0.7637,69126,22,0.8921,42513,0.306,0.7392,0.6055,0.8083989501,0.056,0.9127856816,0,20899,1,0.6370331734,0.8162005085,14
University of Wisconsin-Oshkosh,WI,54901,13,0.677,7539,9897,0.4192,0.5808,0.7385,64650,21,0.7633,17893,0.2088,0.3662,0.5717,0.7751834556,0.068,0.9485606508,0,15463,1.9891588297,0.6708600136,0.7217630854,23
University of Wisconsin-Parkside,WI,53144,22,0.6734,6884,3799,0.4509,0.5491,0.7252,64274,22,0.6582,16036,0.4007,0.4936,0.414,0.5911016949,0.093,1.0069174063,0,11327,2.1144050667,0.8628027602,0.8211619013,24
Herzing University-Madison,WI,53718,11,0.1033,6076,1493,0.1701,0.8299,0.3043,60281,31,0.9055,29711,0.7272,0.8228,0.2648,0.3260677467,0.122,1.0361088954,0,24205,1,1.053576285,0.2049644535,2
University of Wisconsin-Stout,WI,54751,32,0.7039,7312,7179,0.5764,0.4236,0.7199,65020,21,0.9054,19657,0.2702,0.5682,0.5911,0.8118761198,0.038,0.9370496703,0,15839,1.8419105992,0.6503691802,1.3607176582,22
University of Wisconsin-Superior,WI,54880-4500,22,0.7582,6491,2150,0.3684,0.6316,0.6375,53835,24,0.8199,18545,0.3563,0.5649,0.4168,0.6456582633,0.069,1.004570945,0,13774,1.9312592228,0.8366366366,0.5832805573,24
University of Wisconsin-Madison,WI,53706-1380,11,0.8236,12706,31185,0.4804,0.5196,0.9529,71185,20,0.5441,25890,0.1446,0.2932,0.8742,0.8726230425,0.008,0.8594216511,0,17708,3.5230769231,0.5183015656,0.9245573518,27
University of Wisconsin-Milwaukee,WI,53211,11,0.6366,8684,19829,0.4744,0.5256,0.7647,65921,22,0.7657,21754,0.3261,0.5022,0.4408,0.6825887339,0.081,0.9867245374,0,17876,2.2221289104,0.7369199519,0.902587519,20
University of Wisconsin-Platteville,WI,53818-3099,32,0.8057,7018,7222,0.6419,0.3581,0.7875,61602,20,0.8484,18677,0.2499,0.5039,0.5475,0.8169734151,0.074,0.8902527546,0,15718,2.1043111655,0.5869766913,1.792516057,22
University of Wisconsin-River Falls,WI,54022-5001,32,0.6477,7702,5399,0.3591,0.6409,0.7378,69159,21,0.7888,17406,0.2787,0.5562,0.5715,0.7986254296,0.027,0.9479097013,0,13748,1.9422670151,0.6534432242,0.5603058199,24
University of Wisconsin-Stevens Point,WI,54481-3897,32,0.8022,6987,7349,0.4609,0.5391,0.7504,62211,20,0.8452,17759,0.3059,0.5188,0.6116,0.819391635,0.07,0.9342631016,0,14465,2.0532043531,0.7280122124,0.8549434242,24
University of Wyoming,WY,82071,33,0.9781,9877,9646,0.4861,0.5139,0.7587,56061,22,0.9596,19960,0.2222,0.3436,0.5825,0.773340994,0.045,0.9579713172,0,12159,3.2522845368,0.6204794318,0.9459038723,21
University of Guam,GU,96923,33,0.5706,7858,3169,0.4418,0.5582,0.7652,58836,21,0.6970697711,13590,0.4583,0.2143,0.3555,0.6105263158,0.163,1.0273982152,0,8825,2.2157133012,0.9710268303,0.7914725905,24
American University of Puerto Rico,PR,00960-2037,12,0.2273,3000,367,0.5286,0.4714,0.587,19719,25,0.4996527944,16987,0.8618,0.1156,0.2847,0.4658227848,0.177,0.9891601327,0,10444,1,0.602466569,1.1213406873,10
American University of Puerto Rico,PR,00674-1082,21,0.16,2952,517,0.4603,0.5397,0.64,19719,25,0.5085563712,16789,0.8775,0.1792,0.2832,0.4658227848,0.177,0.9891601327,0,9196,1,0.602466569,0.8528812303,10
Universidad Adventista de las Antillas,PR,00680-0000,22,0.4286,2487,1044,0.3822,0.6178,0.7273,23998,21,0.9874,13938,0.7727,0.3962,0.4567,0.4571428571,0.115,1.0430789652,0,8572,1,1.0978114597,0.6186468113,11
Atlantic University College,PR,970,13,0.7561,3037,1617,0.697,0.303,0.7916,26906,20,0.555187147,9625,0.957,0.1139,0.4025,0.4210526316,0.026,0.9713844155,0,4122,1,0.385598896,2.300330033,10
Universidad Central de Bayamon,PR,00960-1725,12,1,2720,1074,0.3408,0.6592,0.7823,23530,22,0.7725,15091,0.8347,0.3025,0.2732,0.4628571429,0.135,1.0103107852,1,8754,1,0.8591847052,0.5169902913,11
Caribbean University-Bayamon,PR,00960-0493,12,0.2564,2245,676,0.4822,0.5178,0.6984,20253,22,0.6046455897,9172,0.7428,0.3454,0.2546,0.3050524309,0.211,1.026540783,0,3356,1,1.0274288881,0.9312475859,11
Caribbean University-Carolina,PR,985,21,0.1458,2143,265,0.2868,0.7132,0.5556,20253,22,0.5857641061,9608,0.5536,0.1765,0.2771,0.3050524309,0.211,1.026540783,0,2948,1,1.0274288881,0.4021312395,11
Pontifical Catholic University of Puerto Rico-Arecibo,PR,00614-4045,23,0.4487,4210,432,0.3681,0.6319,0.8806,17277,21,0.9882,14677,0.7652,0.4527,0.3523,0.3716673299,0.158,1.0350611036,1,8647,1,1.2668140778,0.5825288812,11
Pontifical Catholic University of Puerto Rico-Ponce,PR,00717-9997,12,0.7021,4273,5202,0.3856,0.6144,0.8081,17277,21,0.9287,15450,0.8061,0.4871,0.4298,0.3716673299,0.158,1.0350611036,1,9304,1,1.2668140778,0.6276041667,11
Universidad Ana G. Mendez-Cupey Campus,PR,00926-2602,11,1,4097,8345,0.3552,0.6448,0.7246,24604,23,0.6511304461,13131,1,0.4687,0.3118,0.4570977918,0.069,1.0332109642,0,6663,1,0.9899808938,0.5508684864,11
Conservatory of Music of Puerto Rico,PR,00907-3373,11,0.5604,3158,358,0.6676,0.3324,0.9444,21018,20,0.6543,10997,0.6366,0.2088,0.6731,0.4285714286,0.142,1.0255164749,0,5733,1.1424332344,0.7231133316,2.008423586,11
Inter American University of Puerto Rico-San German,PR,683,13,1,5982,3729,0.4739,0.5261,0.8047,19509,21,0.4375,14093,0.8458,0.2464,0.4414,0.5649532873,0.061,1.0062641824,0,8253,1,0.3995111863,0.9007793195,10
Inter American University of Puerto Rico-Aguadilla,PR,603,21,1,5279,3741,0.4221,0.5779,0.7232,19509,22,0.4306,13297,0.8751,0.2064,0.3644,0.583458199,0.037,0.9821199873,0,7115,1,0.3926888476,0.7304031839,10
Inter American University of Puerto Rico-Arecibo,PR,614,13,1,5600,3664,0.3941,0.6059,0.7409,19509,22,0.2593,13606,0.8662,0.2493,0.3468,0.562543266,0.037,0.9981524344,0,8003,1,0.4007659082,0.6504373659,10
Inter American University of Puerto Rico-Barranquitas,PR,794,21,1,4963,1507,0.3424,0.6576,0.7108,19509,21,0.9022,13424,0.9218,0.188,0.4553,0.6441140214,0.037,0.9627779711,0,7523,1,0.2514515613,0.5206812652,10
Inter American University of Puerto Rico-Ponce,PR,00715-1602,22,1,5420,3856,0.3882,0.6118,0.7471,19509,23,0.3269,14506,0.8566,0.2303,0.444,0.5950389362,0.037,0.9862847499,0,8702,1,0.3374112935,0.6345210853,10
Inter American University of Puerto Rico-Fajardo,PR,00738-7003,23,1,5326,1794,0.4002,0.5998,0.75,19509,22,0.5329,13714,0.8528,0.1541,0.2979,0.5879859949,0.037,0.9949783646,0,8192,1,0.2780195339,0.6672224075,10
Inter American University of Puerto Rico-Guayama,PR,784,13,1,4892,1640,0.3079,0.6921,0.7799,19509,23,0.4623,13665,0.8505,0.372,0.3667,0.554598842,0.037,1.041028447,0,7563,1,0.4277811133,0.4448779078,10
Inter American University of Puerto Rico-Bayamon,PR,00957-6257,12,1,5615,4375,0.5705,0.4295,0.7557,19509,21,0.2682,13236,0.8395,0.1884,0.3058,0.5882607622,0.037,0.9838496913,0,7814,1,0.3162790698,1.3282887078,10
NUC University,PR,960,12,0.2414,2901,11224,0.3022,0.6978,0.4756,20548,27,0.4907,14973,0.7892,0.5649,0.3149,0.3503538928,0.198,1.0460037356,0,9357,1,0.9959906448,0.4330753798,11
University of Puerto Rico-Aguadilla,PR,00604-6150,21,0.6379,7156,2703,0.458,0.542,0.7314,20501,19,0.8676,12098,0.8216,0.1176,0.4545,0.5294117647,0.088,0.9630426603,0,6218,1.4161073826,0.5349250279,0.8450184502,10
